SUPPLIER,BILL NO.,DATE,COMPANY,CODE,BARCODE,ITEM NAME,PACK,BATCH,EXPIRY,QTY,F.QTY,HALFP,FTRATE,SRATE,MRP,DIS,EXCISE,VAT,ADNLVAT,AMOUNT,LOCALCENT,SCM1,SCM2,SCMPER,CUSTCODE,INVDAY,INVMONTH,INVYEAR,EXPDAY,EXPMONTH,EXPYEAR,SUPPCODE,INV.AMT,CGST,SGST,IGST,HSNCode,CGSTAmt,SGSTAmt,IGSTAmt,EXPDT,CUSTORDNO,PSRLNO,TCSPER,TCSAMT
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,AJ- AXYS,27873,PERB,PEROBAR 2.5% BAR 75GM,R 75GM,S26PB004,01-02-29,1.00000000000000,0.00000000000000,0,113.22,113.22,167,3,,0,0,109.82,L,0,0,0,12506,24,07,2026,1,02,29,,3239.00,9.00,9.00,0.00,34011110,9.88000000,9.88000000,0.00000000,02/29,,1559578,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,HM-ZEAL,4317,CONT,CONFIDO 60`TAB,60`TAB,106260342,01-03-29,1.00000000000000,0.00000000000000,0,185.14,185.14,243,3,,0,0,179.59,L,14,1,0,12506,24,07,2026,1,03,29,,3239.00,2.50,2.50,0.00,30049011,4.49000000,4.49000000,0.00000000,03/29,,1535037,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,INT-NEXA,17163,ZRMV2,ZORYL-MV 2MG 15 TAB,15 TAB,N2601124,01-03-28,2.00000000000000,0.00000000000000,0,311.43,311.43,408.75,3,,0,0,604.17,L,0,0,0,12506,24,07,2026,1,03,28,,3239.00,2.50,2.50,0.00,30049099,15.10000000,15.10000000,0.00000000,03/28,,1543755,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,PF-GPSS,38927,BECPS,BECOSULE (+) SYP 200ML (NEW),200ML,2633016O,01-03-27,1.00000000000000,0.00000000000000,0,78.57,78.57,103.13,3,,0,0,76.21,L,7,1,0,12506,24,07,2026,1,03,27,,3239.00,2.50,2.50,0.00,30045039,1.91000000,1.91000000,0.00000000,03/27,,1551858,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,LEEF-HEALTHCARE,22888,KTFS,KETOFLY SHAMPOO 1*100ML,*100ML,DLRQ6018,01-03-28,1.00000000000000,0.00000000000000,0,90,90,185,3,,0,0,87.30,L,9,1,0,12506,24,07,2026,1,03,28,,3239.00,2.50,2.50,0.00,30049029,2.18000000,2.18000000,0.00000000,03/28,,1553390,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,LEEF-WELNESS,23702,NZCL,NOZCALM NASAL SPRAY 20 ML,20 ML,DLSZ5004,01-03-27,1.00000000000000,0.00000000000000,0,16.2,16.2,46,3,,0,0,15.71,L,19,1,0,12506,24,07,2026,1,03,27,,3239.00,2.50,2.50,0.00,30049099,0.39000000,0.39000000,0.00000000,03/27,,1493384,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,LEEF-WELNESS,23739,LXCL,LAXOCLEAR SYRUP 120ML,120ML,DELH25008,01-10-27,1.00000000000000,0.00000000000000,0,29.35,29.35,84,3,,0,0,28.47,L,9,1,0,12506,24,07,2026,1,10,27,,3239.00,2.50,2.50,0.00,30049039,0.71000000,0.71000000,0.00000000,10/27,,1528172,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,CPLG-VITAL CARE,25439,NCPB,NICIP 100 (BLUE) 1*10 TAB,10 TAB,5B50589,01-05-28,5.00000000000000,0.00000000000000,0,5.78,6.06,37.03,3,,0,0,28.03,L,0,0,0,12506,24,07,2026,1,05,28,,3239.00,2.50,2.50,0.00,30049067,0.70000000,0.70000000,0.00000000,05/28,,1462082,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,CPLG-CIPLA (OTC),33864,CPHP2,CLOCIP PRICKLYHEAT POWDER 150GM,150GM,PHP25027,01-07-27,1.00000000000000,0.00000000000000,0,68.13,67.92,125,3,,0,0,66.09,L,0,0,0,12506,24,07,2026,1,07,27,,3239.00,2.50,2.50,0.00,30049011,1.65000000,1.65000000,0.00000000,07/27,,1563031,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,AIMIL,27682,SMNTC,SEMENTO CAP 1*20,P 1*20,NSMC-730-H,01-02-30,1.00000000000000,0.00000000000000,0,181.62,177.76,290,3,,0,0,176.17,L,0,0,0,12506,24,07,2026,1,02,30,,3239.00,2.50,2.50,0.00,30049099,4.40000000,4.40000000,0.00000000,02/30,,1548690,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,AIMIL,25573,AMLD1,AMLYCURE D.S. 100ML,100ML,NAMD-1377-H,01-02-29,2.00000000000000,0.00000000000000,0,68.07,66.66,155.63,3,,0,0,132.06,L,0,0,0,12506,24,07,2026,1,02,29,,3239.00,2.50,2.50,0.00,30049011,3.30000000,3.30000000,0.00000000,02/29,,1556129,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,INNOVENTIS MEDICARE LTD,36573,ITRVTO,ITRAVENT-OC CREAM 15GM,15GM,60070,01-01-28,1.00000000000000,0.00000000000000,0,20.87,20.42,103.12,3,,0,0,20.24,L,0,0,0,12506,24,07,2026,1,01,28,,3239.00,2.50,2.50,0.00,30049099,0.51000000,0.51000000,0.00000000,01/28,,1526809,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,ALKEM-FUTURA NEXX,24971,LHMS,L-HIST MONT SYP 30ML,30 ML,P2CUZ005,01-01-28,1.00000000000000,0.00000000000000,0,24.89,24.35,75,3,,0,0,24.14,L,0,0,0,12506,24,07,2026,1,01,28,,3239.00,2.50,2.50,0.00,30049099,0.60000000,0.60000000,0.00000000,01/28,,1532395,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,PIL (GEN),24558,NSPLM,NAUSIPIL MD 1*10 TAB,10 TAB,AFX46006,01-03-28,4.00000000000000,0.00000000000000,0,7.01,6.86,42.15,3,,0,0,27.20,L,0,0,0,12506,24,07,2026,1,03,28,,3239.00,2.50,2.50,0.00,30049082,0.68000000,0.68000000,0.00000000,03/28,,1557496,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,UNIVENTIS - ULTIMA,30855,CTRS,CITRASTONE SYP 100ML,100ML,XL260248,01-02-28,2.00000000000000,0.00000000000000,0,21.34,19.98,112.3,3,,0,0,41.40,L,0,0,0,12506,24,07,2026,1,02,28,,3239.00,2.50,2.50,0.00,30049065,1.04000000,1.04000000,0.00000000,02/28,,1534384,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,UNIVENTIS - ULTIMA,26435,ZYFX2,ZYFIX 200 LB 1*10 TAB,10 TAB,C1766001,01-12-27,1.00000000000000,0.00000000000000,0,54.54,51,167.88,3,,0,0,52.90,L,0,0,0,12506,24,07,2026,1,12,27,,3239.00,2.50,2.50,0.00,30042019,1.32000000,1.32000000,0.00000000,12/27,,1527280,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,UNIVENTIS - ULTIMA,27353,PRTMC,PROTIMINTA (CHOC) POWD.200G,(CHOC),PUPC26002,01-08-27,1.00000000000000,0.00000000000000,0,65.21,61.04,376.84,3,,0,0,63.25,L,0,0,0,12506,24,07,2026,1,08,27,,3239.00,2.50,2.50,0.00,30049099,1.58000000,1.58000000,0.00000000,08/27,,1550783,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,UNIVENTIS - ULTIMA,26562,VNTMXW,VENTIMOX CV 228.5 SUSP 30ML (WFI),(WFI),54036011,01-09-27,1.00000000000000,0.00000000000000,0,28.35,27.76,65.2,3,,0,0,27.50,L,0,0,0,12506,24,07,2026,1,09,27,,3239.00,2.50,2.50,0.00,30049065,0.69000000,0.69000000,0.00000000,09/27,,1534501,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,WYT-WHC,2050,FVT,FOLVITE 1* 45 TAB,45 TAB,RH5445,01-09-27,1.00000000000000,0.00000000000000,0,59.97,59.97,73.05,3,,0,0,58.17,L,19,1,0,12506,24,07,2026,1,09,27,,3239.00,2.50,2.50,0.00,30045039,1.45000000,1.45000000,0.00000000,09/27,,1555948,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,DR-UCB,4536,ATR2,ATARAX-25MG 15`TAB,15`TAB,E2601217,01-05-28,1.00000000000000,0.00000000000000,0,89.18,89.18,117.04,3,,0,0,86.50,L,0,0,0,12506,24,07,2026,1,05,28,,3239.00,2.50,2.50,0.00,30049099,2.16000000,2.16000000,0.00000000,05/28,,1559159,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,DR-UCB,4535,ATR1,ATARAX-10MG 15`TAB,15`TAB,E2601211,01-04-28,1.00000000000000,0.00000000000000,0,49.89,49.89,65.48,3,,0,0,48.39,L,0,0,0,12506,24,07,2026,1,04,28,,3239.00,2.50,2.50,0.00,30049099,1.21000000,1.21000000,0.00000000,04/28,,1563166,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,BMBY,22417,SRDML,SRIDERM 1*15GM,1*15GM,S260,01-03-28,1.00000000000000,0.00000000000000,0,15.65,15.34,70,3,,0,0,15.18,L,0,0,0,12506,24,07,2026,1,03,28,,3239.00,2.50,2.50,0.00,30049099,0.38000000,0.38000000,0.00000000,03/28,,1556658,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,RANBAXY (G),23250,1LVC2,LIVCARE 200ML,200ML,LMD0031,01-04-29,1.00000000000000,0.00000000000000,0,28.26,28.72,137.81,3,,0,0,27.41,L,0,0,0,12506,24,07,2026,1,04,29,,3239.00,2.50,2.50,0.00,30049099,0.69000000,0.69000000,0.00000000,04/29,,1562080,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,CPLG-CIPLA (OTC),22558,PRC2S,PARACIP 250 MG SYP 60ML,60ML,ICHL6100,01-04-28,1.00000000000000,0.00000000000000,0,17.69,18.16,43.1,3,,0,0,17.16,L,0,0,0,12506,24,07,2026,1,04,28,,3239.00,2.50,2.50,0.00,30049069,0.43000000,0.43000000,0.00000000,04/28,,1563055,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,INT-INTAS (G),23847,OFLOZ,OFLOTAS OZ TAB 1*10,B 1*10,STI26005,01-12-27,1.00000000000000,0.00000000000000,0,21.23,20.78,145.31,3,,0,0,20.59,L,0,0,0,12506,24,07,2026,1,12,27,,3239.00,2.50,2.50,0.00,30042034,0.51000000,0.51000000,0.00000000,12/27,,1564323,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,MOREPEN (G),29028,CLSDS,CALCIQUICK D3 SHOT 5ML,OT 5ML,B6C0261,01-02-28,4.00000000000000,0.00000000000000,0,17.93,17.57,96.5,3,,0,0,69.57,L,0,0,0,12506,24,07,2026,1,02,28,,3239.00,2.50,2.50,0.00,30045036,1.74000000,1.74000000,0.00000000,02/28,,1551582,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,NICE,23538,GLD5R,GLUCOSE D 500GM (NICE),(NICE),4215,01-04-28,1.00000000000000,0.00000000000000,0,79.38,77.71,158,3,,0,0,77.00,L,0,0,0,12506,24,07,2026,1,04,28,,3239.00,2.50,2.50,0.00,17023020,1.92000000,1.92000000,0.00000000,04/28,,1541170,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,MANKIND-OTC,9491,U72,UNWANTED 72MG 1 TAB,1 TAB,5AALY038,01-05-27,1.00000000000000,1.00000000000000,0,60.8,60.8,76,3,,0,0,58.98,L,1,1,0,12506,24,07,2026,1,05,27,,3239.00,0.00,0.00,0.00,30066010,0.00000000,0.00000000,0.00000000,05/27,,1544624,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,BMBY,22418,SRDMS,SRIDERM 1*5GM,1*5GM,S262,01-03-28,1.00000000000000,0.00000000000000,0,7.71,7.54,37,3,,0,0,7.48,L,0,0,0,12506,24,07,2026,1,03,28,,3239.00,2.50,2.50,0.00,30049099,0.19000000,0.19000000,0.00000000,03/28,,1535173,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,PG-PROCTOR & GAMBLE,6083,VPR,VICKS 10GM BALM,M BALM,601108,01-12-27,1.00000000000000,0.00000000000000,0,36.48,36.48,45,3,,0,0,35.39,L,0,0,0,12506,24,07,2026,1,12,27,,3239.00,2.50,2.50,0.00,30049011,0.88000000,0.88000000,0.00000000,12/27,,1557402,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,INT-INTAS (G),22534,OMDM,OMEY-DM  1 STRIP,1*20 CAP,CIP260308,01-02-28,10.00000000000000,0.00000000000000,0,8.84,9.06,65.39,3,,0,0,85.75,L,0,0,0,12506,24,07,2026,1,02,28,,3239.00,2.50,2.50,0.00,30049039,2.14000000,2.14000000,0.00000000,02/28,,1547496,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,PIL (GEN),22545,1GPM2,GPMSR 2 TAB 1*10 (1 BOX + SCHEME),B 1*10,AYV46074,01-03-28,5.00000000000000,0.00000000000000,0,19.78,20.29,110.17,3,,0,0,95.93,L,0,0,0,12506,24,07,2026,1,03,28,,3239.00,2.50,2.50,0.00,30049099,2.40000000,2.40000000,0.00000000,03/28,,1548695,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,MANKIND-OTC,34910,MNF3,MANFORCE 3 PCS (50 MRP) CONDOM,3PC,G4JLY010,01-06-28,1.33000000000000,0.67000000000000,0,40,40,50,3,,0,0,51.60,L,2,1,0,12506,24,07,2026,1,06,28,,3239.00,0.00,0.00,0.00,40141010,0.00000000,0.00000000,0.00000000,06/28,,1562537,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,DABUR,12150,ASHO,ASHOKARISHTA 450ML (DABUR),DABUR),BD03136,01-03-36,0.75000000000000,0.25000000000000,0,154.84,154.84,185,3,,0,0,112.65,L,3,1,0,12506,24,07,2026,1,03,36,,3239.00,2.50,2.50,0.00,30049011,2.82000000,2.82000000,0.00000000,03/36,,1551414,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,RANBAXY (G),23249,1LVC1,LIVCARE 100ML,100ML,LMD0030,01-04-29,1.00000000000000,0.00000000000000,0,21.11,21.45,105.47,3,,0,0,20.48,L,0,0,0,12506,24,07,2026,1,04,29,,3239.00,2.50,2.50,0.00,30049099,0.51000000,0.51000000,0.00000000,04/29,,1554179,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,INT-INTAS (G),22535,NCG,NIMUCET GOLD TAB (INTAS),INTAS),STI26134,01-03-29,10.00000000000000,0.00000000000000,0,7.35,7.57,60,3,,0,0,71.29,L,0,0,0,12506,24,07,2026,1,03,29,,3239.00,2.50,2.50,0.00,30049069,1.78000000,1.78000000,0.00000000,03/29,,1559970,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-124912,24/07/2026,ALK-NOVOKEM,25412,ORSAA,ORS APPLE (ALKEM) LIQ 200ML,200ML,FAIA6016,01-06-27,30.00000000000000,0.00000000000000,0,11.9,11.9,31.5,0,,0,0,357.00,L,0,0,0,12506,24,07,2026,1,06,27,,3239.00,2.50,2.50,0.00,30049086,8.92000000,8.92000000,0.00000000,06/27,,1558789,0.00,0.00
