SUPPLIER,BILL NO.,DATE,COMPANY,CODE,BARCODE,ITEM NAME,PACK,BATCH,EXPIRY,QTY,F.QTY,HALFP,FTRATE,SRATE,MRP,DIS,EXCISE,VAT,ADNLVAT,AMOUNT,LOCALCENT,SCM1,SCM2,SCMPER,CUSTCODE,INVDAY,INVMONTH,INVYEAR,EXPDAY,EXPMONTH,EXPYEAR,SUPPCODE,INV.AMT,CGST,SGST,IGST,HSNCode,CGSTAmt,SGSTAmt,IGSTAmt,EXPDT,CUSTORDNO,PSRLNO,TCSPER,TCSAMT
DHIMAN MEDICOS (BINEWAL),SB-26-88670,20/06/2026,RX-PHARMA CARE,37031,RIC30,RICONIA LP 1*30 TAB (NEW),30 TAB,SXH0767A,01-09-27,1.00000000000000,0.00000000000000,0,162.29,162.29,213,3,,0,0,157.42,L,0,0,0,12506,20,06,2026,1,09,27,,1867.00,2.50,2.50,0.00,21069099,3.94000000,3.94000000,0.00000000,09/27,,1541545,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-88670,20/06/2026,LEEF-HEALTHCARE,22933,VRTF8,VERTIFORD 8MG 1*10 TAB,10 TAB,VFD501L,01-11-27,1.00000000000000,0.00000000000000,0,9,9,40,3,,0,0,8.73,L,0,0,0,12506,20,06,2026,1,11,27,,1867.00,2.50,2.50,0.00,30049099,0.22000000,0.22000000,0.00000000,11/27,,1535532,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-88670,20/06/2026,RANBAXY (G),22817,1ACAT,AVACARD AT 1*14TAB,15 TAB,LMD0014,01-02-29,2.00000000000000,0.00000000000000,0,10.09,9.88,92.34,3,,0,0,19.57,L,0,0,0,12506,20,06,2026,1,02,29,,1867.00,2.50,2.50,0.00,30049079,0.49000000,0.49000000,0.00000000,02/29,,1529472,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-88670,20/06/2026,LEEF-WELNESS,23702,NZCL,NOZCALM NASAL SPRAY 20 ML,20 ML,DLSZ5004,01-03-27,1.00000000000000,0.00000000000000,0,16.2,16.2,46,3,,0,0,15.71,L,19,1,0,12506,20,06,2026,1,03,27,,1867.00,2.50,2.50,0.00,30049099,0.39000000,0.39000000,0.00000000,03/27,,1493384,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-88670,20/06/2026,NICE,27075,MDSPRT,MEDISPIRIT 100ML,100ML,589,01-02-29,1.00000000000000,0.00000000000000,0,26.08,25.54,50,3,,0,0,25.30,L,0,0,0,12506,20,06,2026,1,02,29,,1867.00,2.50,2.50,0.00,30049099,0.63000000,0.63000000,0.00000000,02/29,,1541177,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-88670,20/06/2026,CPLG-RETAIL VISTA,30428,CPD3C,CIPCAL D3 SOFTGELS 1*4,LS 1*4,S2540444,01-05-27,1.00000000000000,0.00000000000000,0,21.78,22.33,131.53,3,,0,0,21.13,L,0,0,0,12506,20,06,2026,1,05,27,,1867.00,2.50,2.50,0.00,30049099,0.53000000,0.53000000,0.00000000,05/27,,1428789,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-88670,20/06/2026,CPLG-HEALTHCARE,22485,FDM5,FOURDERM 1*5GM CREAM,CREAM,5I134,01-05-27,1.00000000000000,0.00000000000000,0,12.33,12.66,64.26,3,,0,0,11.96,L,0,0,0,12506,20,06,2026,1,05,27,,1867.00,2.50,2.50,0.00,30049029,0.30000000,0.30000000,0.00000000,05/27,,1378089,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-88670,20/06/2026,CADILA (GEN),38000,RSBTG,ROSUBEST GOLD 20MG CAP 1*10,1*10 CAP,AK26001,01-01-28,1.00000000000000,0.00000000000000,0,61.24,59.95,238.97,3,,0,0,59.40,L,0,0,0,12506,20,06,2026,1,01,28,,1867.00,2.50,2.50,0.00,30042062,1.48000000,1.48000000,0.00000000,01/28,,1542760,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-88670,20/06/2026,CPLG-VITAL CARE,22564,1RBSD,RABESEC D 1*10,D 1*10,AMQ05ABA,01-11-27,1.00000000000000,0.00000000000000,0,18.3,18.77,139.75,3,,0,0,17.75,L,0,0,0,12506,20,06,2026,1,11,27,,1867.00,2.50,2.50,0.00,30049039,0.44000000,0.44000000,0.00000000,11/27,,1517993,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-88670,20/06/2026,AIMIL,27682,SMNTC,SEMENTO CAP 1*20,P 1*20,NSMC-702-H,01-01-30,1.00000000000000,0.00000000000000,0,181.62,177.76,290,3,,0,0,176.17,L,0,0,0,12506,20,06,2026,1,01,30,,1867.00,2.50,2.50,0.00,30049099,4.40000000,4.40000000,0.00000000,01/30,,1513589,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-88670,20/06/2026,EK-TEK,41290,DCDRK6,DECADERM-K6+ CREAM 15GM,15GM,P941A,01-10-27,1.00000000000000,0.00000000000000,0,18.14,17.76,117,3,,0,0,17.60,L,0,0,0,12506,20,06,2026,1,10,27,,1867.00,2.50,2.50,0.00,30049099,0.44000000,0.44000000,0.00000000,10/27,,1528280,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-88670,20/06/2026,COLES,26157,RBCR1,RBC RED SYP 100ML,100ML,DRC-022,01-12-27,1.00000000000000,0.00000000000000,0,15.88,15.53,80,3,,0,0,15.40,L,0,0,0,12506,20,06,2026,1,12,27,,1867.00,2.50,2.50,0.00,30045039,0.38000000,0.38000000,0.00000000,12/27,,1543697,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-88670,20/06/2026,ALKEM-FUTURA NEXX,34305,MXMXE,MOXIMAX  EYE DROPS 10ML,10ML,MXM26011ES,01-02-28,1.00000000000000,0.00000000000000,0,12.01,11.75,138.75,3,,0,0,11.65,L,0,0,0,12506,20,06,2026,1,02,28,,1867.00,2.50,2.50,0.00,30042039,0.29000000,0.29000000,0.00000000,02/28,,1532401,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-88670,20/06/2026,INNOVENTIS MEDICARE LTD,36431,XRG,XEROMINIC TAB (GREEN) 1*10,1*10 TAB,IF095003,01-10-27,5.00000000000000,0.00000000000000,0,4.24,4.15,53.44,3,,0,0,20.56,L,0,0,0,12506,20,06,2026,1,10,27,,1867.00,2.50,2.50,0.00,30049039,0.51000000,0.51000000,0.00000000,10/27,,1469434,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-88670,20/06/2026,ALKEM-FUTURA NEXX,26900,SMG30,SUMO+ GEL 30GM,L 30GM,SD166F,01-10-27,1.00000000000000,0.00000000000000,0,23.7,23.35,154.65,3,,0,0,22.99,L,0,0,0,12506,20,06,2026,1,10,27,,1867.00,2.50,2.50,0.00,30049069,0.57000000,0.57000000,0.00000000,10/27,,1523545,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-88670,20/06/2026,PIL (GEN),24558,NSPLM,NAUSIPIL MD 1*10 TAB,10 TAB,AFX46003,01-01-28,5.00000000000000,0.00000000000000,0,7.07,6.93,42.15,3,,0,0,34.29,L,0,0,0,12506,20,06,2026,1,01,28,,1867.00,2.50,2.50,0.00,30049082,0.86000000,0.86000000,0.00000000,01/28,,1528032,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-88670,20/06/2026,WOCKHARDT GEN,24261,MNTWT,MONTEWOK LC TAB 1*10,B 1*10,WTM25016,01-05-27,1.00000000000000,0.00000000000000,0,13.9,13.6,245.71,3,,0,0,13.48,L,0,0,0,12506,20,06,2026,1,05,27,,1867.00,2.50,2.50,0.00,30049099,0.34000000,0.34000000,0.00000000,05/27,,1502137,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-88670,20/06/2026,RANBAXY (G),29682,HST150,HISTAC 150MG 1*30 TAB,30 TAB,DFH0869A,01-01-28,1.00000000000000,0.00000000000000,0,21.68,21.81,46.17,3,,0,0,21.03,L,0,0,0,12506,20,06,2026,1,01,28,,1867.00,2.50,2.50,0.00,30049099,0.53000000,0.53000000,0.00000000,01/28,,1534040,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-88670,20/06/2026,PIL (GEN),25540,HDLSS,HEAD LICE SHAMPOO 50ML,O 50ML,AJM26004,01-01-28,1.00000000000000,0.00000000000000,0,47.63,46.2,102.09,3,,0,0,46.20,L,0,0,0,12506,20,06,2026,1,01,28,,1867.00,2.50,2.50,0.00,30049029,1.16000000,1.16000000,0.00000000,01/28,,1532785,0.00,0.00
