SUPPLIER,BILL NO.,DATE,COMPANY,CODE,BARCODE,ITEM NAME,PACK,BATCH,EXPIRY,QTY,F.QTY,HALFP,FTRATE,SRATE,MRP,DIS,EXCISE,VAT,ADNLVAT,AMOUNT,LOCALCENT,SCM1,SCM2,SCMPER,CUSTCODE,INVDAY,INVMONTH,INVYEAR,EXPDAY,EXPMONTH,EXPYEAR,SUPPCODE,INV.AMT,CGST,SGST,IGST,HSNCode,CGSTAmt,SGSTAmt,IGSTAmt,EXPDT,CUSTORDNO,PSRLNO,TCSPER,TCSAMT
DHIMAN MEDICOS (BINEWAL),SB-26-97117,29/06/2026,UNIVENTIS - OPTIMA,40279,NMVPG,NIMUVENT-P (GOLD) TAB 1*10,1*10 TAB,GD335006,01-02-28,1.00000000000000,0.00000000000000,0,7.11,6.66,57.39,3,,0,0,6.90,L,0,0,0,12506,29,06,2026,1,02,28,,2827.00,2.50,2.50,0.00,30049099,0.17000000,0.17000000,0.00000000,02/28,,1527123,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-97117,29/06/2026,ABBOT G ESSENTIALS,22982,NKC5,NKACIN 500MG INJ,G INJ,NCL0117,01-05-27,1.00000000000000,0.00000000000000,0,17.9,18.02,115.72,3,,0,0,17.36,L,0,0,0,12506,29,06,2026,1,05,27,,2827.00,2.50,2.50,0.00,30049099,0.43000000,0.43000000,0.00000000,05/27,,1517132,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-97117,29/06/2026,UNIVENTIS - ULTIMA,34748,CLVTS,COLIVENT SYP 60ML,60ML,L1216001,01-01-28,1.00000000000000,0.00000000000000,0,24.9,23.31,79.4,3,,0,0,24.15,L,0,0,0,12506,29,06,2026,1,01,28,,2827.00,2.50,2.50,0.00,30049011,0.60000000,0.60000000,0.00000000,01/28,,1527058,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-97117,29/06/2026,B.E(TETNUS),4605,BTT5,TETNUS AMP .5ML (BE),5ML,223701325A,01-03-28,9.50000000000000,0.50000000000000,0,10.65,10.65,13.31,3,,0,0,98.14,L,19,1,0,12506,29,06,2026,1,03,28,,2827.00,2.50,2.50,0.00,30022013,2.45000000,2.45000000,0.00000000,03/28,,1463066,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-97117,29/06/2026,MN-MANKIND,33866,AMLKIND,AMLOKIND AT 15 TAB,15 TAB,G65Z030,01-01-28,2.00000000000000,0.00000000000000,0,46.61,46.61,61.18,3,,0,0,90.42,L,11,1,0,12506,29,06,2026,1,01,28,,2827.00,2.50,2.50,0.00,30049079,2.26000000,2.26000000,0.00000000,01/28,,1538332,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-97117,29/06/2026,EMP-P & G 2,37146,EV4,EVION 400MG 1*20 CAP (NEW),20 CAP,6058C59910,01-04-28,1.00000000000000,0.00000000000000,0,68.25,68.25,89.57,3,,0,0,66.20,L,30,1,0,12506,29,06,2026,1,04,28,,2827.00,2.50,2.50,0.00,30045037,1.66000000,1.66000000,0.00000000,04/28,,1516920,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-97117,29/06/2026,PF-GPSS,79,BSC,BECOSULE 1* 20 CAP,20 CAP,2623102O,01-08-27,2.00000000000000,0.00000000000000,0,49.89,49.89,62.37,3,,0,0,96.79,L,23,2,0,12506,29,06,2026,1,08,27,,2827.00,2.50,2.50,0.00,30045039,2.42000000,2.42000000,0.00000000,08/27,,1541990,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-97117,29/06/2026,JB-GENERICS,6161,MTGI,METROGYL I.V 100ML,100ML,VIIW26040,01-01-29,10.00000000000000,0.00000000000000,0,17.58,17.2,22.05,3,,0,0,170.53,L,0,0,0,12506,29,06,2026,1,01,29,,2827.00,2.50,2.50,0.00,30049022,4.26000000,4.26000000,0.00000000,01/29,,1535086,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-97117,29/06/2026,DR-TAURES (W),6042,VVSR,VOVERAN-SR 100MG 15`TAB,15`TAB,Z26SWBD5,01-11-27,1.00000000000000,0.00000000000000,0,186.78,186.78,245.15,3,,0,0,181.18,L,9,1,0,12506,29,06,2026,1,11,27,,2827.00,2.50,2.50,0.00,30049069,4.53000000,4.53000000,0.00000000,11/27,,1547165,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-97117,29/06/2026,ARISTO (MF4),9268,MCI1,MONOCEF-1GM INJ,GM INJ,PB16B046,01-07-28,0.50000000000000,0.50000000000000,0,50.77,50.77,66.63,3,,0,0,24.63,L,5,5,0,12506,29,06,2026,1,07,28,,2827.00,2.50,2.50,0.00,30042019,0.62000000,0.62000000,0.00000000,07/28,,1542217,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-97117,29/06/2026,CPL-EUTPHOIA,3670,CPED,CIPLOX-D 10ML DROP,L DROP,6A40014,01-12-27,1.00000000000000,0.00000000000000,0,22.93,22.93,30.1,3,,0,0,22.24,L,19,1,0,12506,29,06,2026,1,12,27,,2827.00,2.50,2.50,0.00,30049087,0.56000000,0.56000000,0.00000000,12/27,,1536033,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-97117,29/06/2026,CPL-RESPIRATORY (5),3861,ASRP,ASTHALIN RESPULES 2.5ML,2.5ML,6L80124,01-01-29,10.00000000000000,0.00000000000000,0,6.7,6.7,8.8,3,,0,0,64.99,L,7,1,0,12506,29,06,2026,1,01,29,,2827.00,2.50,2.50,0.00,30049091,1.62000000,1.62000000,0.00000000,01/29,,1543615,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-97117,29/06/2026,MOREPEN (G),29028,CLSDS,CALCIQUICK D3 SHOT 5ML,OT 5ML,B6C0264,01-02-28,4.00000000000000,0.00000000000000,0,17.93,17.57,96.5,3,,0,0,69.57,L,0,0,0,12506,29,06,2026,1,02,28,,2827.00,2.50,2.50,0.00,30045036,1.74000000,1.74000000,0.00000000,02/28,,1545238,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-97117,29/06/2026,LEEF-HEALTHCARE,23087,CSNF,CASTOR NF NEO 15 GM SKIN CREAM ( 1 BOX + SCHEME),CREAM,DLWH6033,01-03-28,1.00000000000000,0.00000000000000,0,36,36,105,3,,0,0,34.92,L,9,1,0,12506,29,06,2026,1,03,28,,2827.00,2.50,2.50,0.00,30049099,0.87000000,0.87000000,0.00000000,03/28,,1535489,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-97117,29/06/2026,GERMED,22551,1VG5,VIGORE 50MG TAB 1*4 (RED),(RED),GSI1636,01-01-29,5.00000000000000,0.00000000000000,0,8.69,8.78,80.1,3,,0,0,42.15,L,0,0,0,12506,29,06,2026,1,01,29,,2827.00,2.50,2.50,0.00,30049099,1.05000000,1.05000000,0.00000000,01/29,,1535377,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-97117,29/06/2026,NICE,23535,GLC2O,GLUCOSE C 125GM (OR) (NICE),125GM,4201,01-10-27,1.00000000000000,0.00000000000000,0,18.71,18.33,52,3,,0,0,18.15,L,0,0,0,12506,29,06,2026,1,10,27,,2827.00,2.50,2.50,0.00,17023020,0.45000000,0.45000000,0.00000000,10/27,,1537298,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-97117,29/06/2026,NICE,23534,GLCC2,GLUCOSE C 125GM (LEM) (NICE),100GM,4212,01-10-27,1.00000000000000,0.00000000000000,0,18.71,18.33,52,3,,0,0,18.15,L,0,0,0,12506,29,06,2026,1,10,27,,2827.00,2.50,2.50,0.00,17023020,0.45000000,0.45000000,0.00000000,10/27,,1537297,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-97117,29/06/2026,RANBAXY (G),42833,HTMP,HISTAC-MPS CHEWABLE 1*12 TAB,12 TAB,MWD0049,01-04-29,2.00000000000000,0.00000000000000,0,7.39,7.44,27,3,,0,0,14.34,L,0,0,0,12506,29,06,2026,1,04,29,,2827.00,2.50,2.50,0.00,30049032,0.36000000,0.36000000,0.00000000,04/29,,1534039,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-97117,29/06/2026,GERMED,22615,1VG1,VIGORE 100MG  1*4 TAB (RED)(1 BOX+SCHEME),(RED),GSI1654,01-02-29,5.00000000000000,0.00000000000000,0,14.75,14.81,119.53,3,,0,0,71.54,L,0,0,0,12506,29,06,2026,1,02,29,,2827.00,2.50,2.50,0.00,30049099,1.79000000,1.79000000,0.00000000,02/29,,1535375,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-97117,29/06/2026,CPLG-CIPLA (OTC),22444,CLCP7,CLOCIP DUSTING POWDER 75GM,75GM,KC26175,01-03-29,1.00000000000000,0.00000000000000,0,61.33,61.71,95.62,3,,0,0,59.49,L,0,0,0,12506,29,06,2026,1,03,29,,2827.00,2.50,2.50,0.00,30049029,1.49000000,1.49000000,0.00000000,03/29,,1543946,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-97117,29/06/2026,CPLG-LIFESCIENCE,22447,CFLZ,COFOL Z 1*15 CAP,15 CAP,CFZ26001,01-12-27,1.00000000000000,0.00000000000000,0,19.84,20.29,194.2,3,,0,0,19.24,L,0,0,0,12506,29,06,2026,1,12,27,,2827.00,2.50,2.50,0.00,30045010,0.48000000,0.48000000,0.00000000,12/27,,1536494,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-97117,29/06/2026,CPLG-LIFESCIENCE,22473,VMSTP,VOMISTOP TAB 1*10 TAB,10 TAB,G26VSA003,01-02-28,1.00000000000000,0.00000000000000,0,6.65,6.7,24.67,3,,0,0,6.45,L,0,0,0,12506,29,06,2026,1,02,28,,2827.00,2.50,2.50,0.00,30049039,0.16000000,0.16000000,0.00000000,02/28,,1536510,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-97117,29/06/2026,GLX-CONS,5879,ENOB,ENO 5GM*6`SACHET(BOX),T(BOX),L261089,01-04-28,3.00000000000000,0.00000000000000,0,50.35,51.2,60,3,,0,0,146.52,L,0,0,0,12506,29,06,2026,1,04,28,,2827.00,2.50,2.50,0.00,30049011,3.66000000,3.66000000,0.00000000,04/28,,1546343,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-97117,29/06/2026,LEEF-HEALTHCARE,23380,ERWL,EARWEL EAR DROP 1*5ML,1*5ML,DLYA5032,01-11-27,1.00000000000000,0.00000000000000,0,26,26,70,3,,0,0,25.22,L,19,1,0,12506,29,06,2026,1,11,27,,2827.00,2.50,2.50,0.00,30049099,0.63000000,0.63000000,0.00000000,11/27,,1535486,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-97117,29/06/2026,RANBAXY (G),22536,1FNKP,FENAK PLUS TAB 1*10 (1 BOX + FREE GIFT),B 1*10,FYD0051,01-03-29,10.00000000000000,0.00000000000000,0,8.26,8.71,36.84,3,,0,0,80.12,L,0,0,0,12506,29,06,2026,1,03,29,,2827.00,2.50,2.50,0.00,30049099,2.00000000,2.00000000,0.00000000,03/29,,1529454,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-97117,29/06/2026,LEEF-HEALTHCARE,24217,CLSLP,CLINSOL GEL 15 GM,15 GM,DLPA6018,01-02-28,1.00000000000000,0.00000000000000,0,30,30,95,3,,0,0,29.10,L,19,1,0,12506,29,06,2026,1,02,28,,2827.00,2.50,2.50,0.00,30042095,0.73000000,0.73000000,0.00000000,02/28,,1535485,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-97117,29/06/2026,ALK-NOVOKEM,25412,ORSAA,ORS APPLE (ALKEM) LIQ 200ML,200ML,FAIA6014,01-06-27,10.00000000000000,0.00000000000000,0,11.9,11.9,31.5,0,,0,0,119.00,L,0,0,0,12506,29,06,2026,1,06,27,,2827.00,2.50,2.50,0.00,30049086,2.98000000,2.98000000,0.00000000,06/27,,1534025,0.00,0.00
