SUPPLIER,BILL NO.,DATE,COMPANY,CODE,BARCODE,ITEM NAME,PACK,BATCH,EXPIRY,QTY,F.QTY,HALFP,FTRATE,SRATE,MRP,DIS,EXCISE,VAT,ADNLVAT,AMOUNT,LOCALCENT,SCM1,SCM2,SCMPER,CUSTCODE,INVDAY,INVMONTH,INVYEAR,EXPDAY,EXPMONTH,EXPYEAR,SUPPCODE,INV.AMT,CGST,SGST,IGST,HSNCode,CGSTAmt,SGSTAmt,IGSTAmt,EXPDT,CUSTORDNO,PSRLNO,TCSPER,TCSAMT
DHIMAN MEDICOS (BINEWAL),SB-26-151197,17/08/2026,LF-LIFESTAR,15177,AKPD,ASTHAKIND-P  DROPS 15ML,S 15ML,A0FZZ003,01-12-27,1.00000000000000,0.00000000000000,0,64.82,64.82,85.08,3,,0,0,62.88,L,5,1,0,12506,17,08,2026,1,12,27,,2618.00,2.50,2.50,0.00,30049099,1.57000000,1.57000000,0.00000000,12/27,,1559861,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-151197,17/08/2026,LABORATE (G),22364,LBCFT,LABOCOF COUGH TAB,1*10 TAB,QBOCTL004,01-12-27,1.00000000000000,0.00000000000000,0,8.85,8.7,85,3,,0,0,8.58,L,0,0,0,12506,17,08,2026,1,12,27,,2618.00,2.50,2.50,0.00,30049093,0.21000000,0.21000000,0.00000000,12/27,,1553958,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-151197,17/08/2026,LEEF-HEALTHCARE,28534,RDN8,REDNISOL 8MG TAB 1*10,B 1*10,4726001,01-12-27,1.00000000000000,0.00000000000000,0,19.5,19.5,57,3,,0,0,18.91,L,0,0,0,12506,17,08,2026,1,12,27,,2618.00,2.50,2.50,0.00,30043200,0.47000000,0.47000000,0.00000000,12/27,,1523798,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-151197,17/08/2026,LEEF-HEALTHCARE,22888,KTFS,KETOFLY SHAMPOO 1*100ML,*100ML,DLRQ6018,01-03-28,1.00000000000000,0.00000000000000,0,90,90,185,3,,0,0,87.30,L,9,1,0,12506,17,08,2026,1,03,28,,2618.00,2.50,2.50,0.00,30049029,2.18000000,2.18000000,0.00000000,03/28,,1553390,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-151197,17/08/2026,CPLG-NEXGEN,28796,LVT225,LIVETONE 200ML SYP,200 ML,LVT26009,01-01-28,1.00000000000000,0.00000000000000,0,31.25,31.44,124.77,3,,0,0,30.31,L,0,0,0,12506,17,08,2026,1,01,28,,2618.00,2.50,2.50,0.00,30045090,0.76000000,0.76000000,0.00000000,01/28,,1573738,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-151197,17/08/2026,ALKEM-FUTURA NEXX,28134,VPLX,VPLEX SYP 200ML,200ML,VPS26006ES,01-06-27,1.00000000000000,0.00000000000000,0,32.69,32.32,187.5,3,,0,0,31.71,L,0,0,0,12506,17,08,2026,1,06,27,,2618.00,2.50,2.50,0.00,30045039,0.79000000,0.79000000,0.00000000,06/27,,1481939,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-151197,17/08/2026,LEEF-HEALTHCARE,25295,TRBTG,TERABET GM 1*10GM,1*10GM,DLZH6001,01-12-27,1.00000000000000,0.00000000000000,0,18,18,60,3,,0,0,17.46,L,19,1,0,12506,17,08,2026,1,12,27,,2618.00,2.50,2.50,0.00,30043200,0.44000000,0.44000000,0.00000000,12/27,,1570949,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-151197,17/08/2026,CADILA (GEN),28929,CMP500,CAMPICILIN 500MG 1*10 CAP,10 CAP,AB26003,01-02-28,1.00000000000000,0.00000000000000,0,35.07,34.35,89.95,3,,0,0,34.02,L,0,0,0,12506,17,08,2026,1,02,28,,2618.00,2.50,2.50,0.00,30041020,0.85000000,0.85000000,0.00000000,02/28,,1550311,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-151197,17/08/2026,ALK-NOVOKEM,25816,PGC1,PLAYGARD CONDOM 10PCS,10PCS,PGD26004AB,01-01-29,1.00000000000000,0.00000000000000,0,47.63,46.25,100,3,,0,0,46.20,L,0,0,0,12506,17,08,2026,1,01,29,,2618.00,0.00,0.00,0.00,40141010,0.00000000,0.00000000,0.00000000,01/29,,1572476,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-151197,17/08/2026,ALKEM-FUTURA NEXX,24971,LHMS,L-HIST MONT SYP 30ML,30 ML,P2CUZ005,01-01-28,1.00000000000000,0.00000000000000,0,24.9,24.35,75,3,,0,0,24.15,L,0,0,0,12506,17,08,2026,1,01,28,,2618.00,2.50,2.50,0.00,30049099,0.60000000,0.60000000,0.00000000,01/28,,1532395,0.00,0.00
