SUPPLIER,BILL NO.,DATE,COMPANY,CODE,BARCODE,ITEM NAME,PACK,BATCH,EXPIRY,QTY,F.QTY,HALFP,FTRATE,SRATE,MRP,DIS,EXCISE,VAT,ADNLVAT,AMOUNT,LOCALCENT,SCM1,SCM2,SCMPER,CUSTCODE,INVDAY,INVMONTH,INVYEAR,EXPDAY,EXPMONTH,EXPYEAR,SUPPCODE,INV.AMT,CGST,SGST,IGST,HSNCode,CGSTAmt,SGSTAmt,IGSTAmt,EXPDT,CUSTORDNO,PSRLNO,TCSPER,TCSAMT
DHIMAN MEDICOS (BINEWAL),SB-26-79848,12/06/2026,HM-ZANDRA,9339,LVSS,LIV-52 DS 100ML SYP,SYP,111260158,01-01-29,1.00000000000000,0.00000000000000,0,171.42,171.42,225,3,,0,0,166.28,L,33,1,0,12506,12,06,2026,1,01,29,,3279.00,2.50,2.50,0.00,30049011,4.16000000,4.16000000,0.00000000,01/29,,1503992,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-79848,12/06/2026,USV-PHARMA,39841,ONR1,ONARNI  100MG 14 TAB,14 TAB,6RG03028A,01-02-28,2.00000000000000,0.00000000000000,0,160,160,210,3,,0,0,310.40,L,0,0,0,12506,12,06,2026,1,02,28,,3279.00,2.50,2.50,0.00,30049099,7.76000000,7.76000000,0.00000000,02/28,,1525351,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-79848,12/06/2026,ZY-HEALTH CARE,16548,ZQ2,ZY-Q 200MG 30 TAB (LOOSE),LOOSE),IA02022A,01-11-27,1.00000000000000,0.00000000000000,0,152.3,152.3,199.89,3,,0,0,147.73,L,5,1,0,12506,12,06,2026,1,11,27,,3279.00,2.50,2.50,0.00,30049099,3.69000000,3.69000000,0.00000000,11/27,,1510153,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-79848,12/06/2026,MICRO-CC,6734,ADR2,AMIODAR 200MG 10`TAB,10`TAB,AUTP0037,01-11-28,1.00000000000000,0.00000000000000,0,93.64,93.64,122.9,3,,0,0,90.83,L,10,1,0,12506,12,06,2026,1,11,28,,3279.00,2.50,2.50,0.00,30049079,2.27000000,2.27000000,0.00000000,11/28,,1512020,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-79848,12/06/2026,MICRO-CC,6734,ADR2,AMIODAR 200MG 10`TAB,10`TAB,AUTP0037,01-11-28,1.00000000000000,0.00000000000000,0,93.64,93.64,122.9,3,,0,0,90.83,L,10,1,0,12506,12,06,2026,1,11,28,,3279.00,2.50,2.50,0.00,30049079,2.27000000,2.27000000,0.00000000,11/28,,1519091,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-79848,12/06/2026,TRT-PRIMA,2774,NX2,NEXPRO-20MG 15TAB,15 TAB,CF24M004,01-10-27,1.00000000000000,0.00000000000000,0,96.42,96.42,126.55,3,,0,0,93.53,L,0,0,0,12506,12,06,2026,1,10,27,,3279.00,2.50,2.50,0.00,30049039,2.34000000,2.34000000,0.00000000,10/27,,1497707,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-79848,12/06/2026,ARISTO (TF),38145,PRD4,PROSTAGARD ( D ) 4MG 10 CAP,10 CAP,BYL01ABB,01-12-27,1.00000000000000,0.00000000000000,0,142.14,142.14,186.56,3,,0,0,137.88,L,0,0,0,12506,12,06,2026,1,12,27,,3279.00,2.50,2.50,0.00,30049099,3.45000000,3.45000000,0.00000000,12/27,,1530518,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-79848,12/06/2026,ARISTO (TF),38145,PRD4,PROSTAGARD ( D ) 4MG 10 CAP,10 CAP,BYL01ABB,01-12-27,1.00000000000000,0.00000000000000,0,142.14,142.14,186.56,3,,0,0,137.88,L,0,0,0,12506,12,06,2026,1,12,27,,3279.00,2.50,2.50,0.00,30049099,3.45000000,3.45000000,0.00000000,12/27,,1530518,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-79848,12/06/2026,JP-FEMBON,38992,EQLNT,EQUILIBRIUM 1*15 TAB (NEW),15 TAB,JET-4089,01-01-29,0.80000000000000,0.20000000000000,0,82.52,82.52,108.31,3,,0,0,64.04,L,4,1,0,12506,12,06,2026,1,01,29,,3279.00,2.50,2.50,0.00,30049089,1.60000000,1.60000000,0.00000000,01/29,,1531780,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-79848,12/06/2026,INT-NEXA,17163,ZRMV2,ZORYL-MV 2MG 15 TAB,15 TAB,N2601119,01-03-28,1.00000000000000,0.00000000000000,0,311.43,311.43,408.75,3,,0,0,302.09,L,0,0,0,12506,12,06,2026,1,03,28,,3279.00,2.50,2.50,0.00,30049099,7.55000000,7.55000000,0.00000000,03/28,,1525502,0.00,0.00
