SUPPLIER,BILL NO.,DATE,COMPANY,CODE,BARCODE,ITEM NAME,PACK,BATCH,EXPIRY,QTY,F.QTY,HALFP,FTRATE,SRATE,MRP,DIS,EXCISE,VAT,ADNLVAT,AMOUNT,LOCALCENT,SCM1,SCM2,SCMPER,CUSTCODE,INVDAY,INVMONTH,INVYEAR,EXPDAY,EXPMONTH,EXPYEAR,SUPPCODE,INV.AMT,CGST,SGST,IGST,HSNCode,CGSTAmt,SGSTAmt,IGSTAmt,EXPDT,CUSTORDNO,PSRLNO,TCSPER,TCSAMT
DHIMAN MEDICOS (BINEWAL),SB-25-255235,01/12/2025,NC-OROCARE,291,EGT,ESGIPYRIN 15 TAB,15 TAB,EGA25018,01-06-27,1.00000000000000,0.00000000000000,0,111.34,111.34,146.14,3,,0,0,108.00,L,10,1,0,12506,01,12,2025,1,06,27,,4413.00,2.50,2.50,0.00,30049066,2.70000000,2.70000000,0.00000000,06/27,,1426190,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-25-255235,01/12/2025,HM-OTX,11596,RLMS,RUMALAYA LINIMENT 60ML,60ML,442501200,01-07-28,1.00000000000000,0.00000000000000,0,128,128,168,3,,0,0,124.16,L,9,1,0,12506,01,12,2025,1,07,28,,4413.00,2.50,2.50,0.00,30049011,3.10000000,3.10000000,0.00000000,07/28,,1409306,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-25-255235,01/12/2025,IPCA-ACTIVA,40919,FOLIT10,FOLITRAX 10MG 1*5 TAB (NEW),1*5 TAB,AT-180925,01-08-28,1.00000000000000,0.00000000000000,0,54.08,54.08,70.98,3,,0,0,52.46,L,0,0,0,12506,01,12,2025,1,08,28,,4413.00,2.50,2.50,0.00,30049042,1.31000000,1.31000000,0.00000000,08/28,,1412753,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-25-255235,01/12/2025,RX-PRIMALAND,4892,MNO,MINOZ-OD 100MG 10`CAP,10`CAP,DFG4504A,01-12-27,2.00000000000000,0.00000000000000,0,410,410,538.13,3,,0,0,795.40,L,0,0,0,12506,01,12,2025,1,12,27,,4413.00,2.50,2.50,0.00,30049087,19.88000000,19.88000000,0.00000000,12/27,,1414816,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-25-255235,01/12/2025,GLM-GRACEWEL-1,39869,DERCM2,DERIVA-C MS GEL 20GM (LARGE),20GM,11250911,01-05-27,1.00000000000000,0.00000000000000,0,332.14,332.14,435.94,3,,0,0,322.18,L,0,0,0,12506,01,12,2025,1,05,27,,4413.00,2.50,2.50,0.00,30049099,8.05000000,8.05000000,0.00000000,05/27,,1399033,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-25-255235,01/12/2025,RX-PRIMALAND,3948,MZ1,MINOZ 100MG 10`TAB,10`TAB,SXG1754A,01-01-28,2.00000000000000,0.00000000000000,0,347.86,347.86,456.56,3,,0,0,674.85,L,0,0,0,12506,01,12,2025,1,01,28,,4413.00,2.50,2.50,0.00,30049099,16.87000000,16.87000000,0.00000000,01/28,,1418985,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-25-255235,01/12/2025,SUN-AZURA (LS),8981,CRV6,CARDIVAS 6.25MG 15 TAB,15 TAB,SIG1665A,01-07-28,1.00000000000000,0.00000000000000,0,97.86,97.86,128.44,3,,0,0,94.92,L,0,0,0,12506,01,12,2025,1,07,28,,4413.00,2.50,2.50,0.00,30049079,2.37000000,2.37000000,0.00000000,07/28,,1419725,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-25-255235,01/12/2025,TORQUE GEN,23016,FNGB,FUNGNIL-B CREAM 1*15GM,*15GM,D34825008,01-08-27,2.00000000000000,0.00000000000000,0,16.44,16.08,97.5,3,,0,0,31.89,L,11,1,0,12506,01,12,2025,1,08,27,,4413.00,2.50,2.50,0.00,30049029,0.80000000,0.80000000,0.00000000,08/27,,1413563,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-25-255235,01/12/2025,TORQUE 2,42040,NSC1P,NO SCARS CREAM 1*10GM (SMALL),10 GM,B40425002,01-08-27,1.00000000000000,0.00000000000000,0,92.99,91.02,150,3,,0,0,90.20,L,5,1,0,12506,01,12,2025,1,08,27,,4413.00,2.50,2.50,0.00,30043200,2.26000000,2.26000000,0.00000000,08/27,,1424698,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-25-255235,01/12/2025,LEEF-HEALTHCARE,23387,GLRX1,GALIREX 1*100ML,*100ML,CJLH25021,01-07-27,1.00000000000000,0.00000000000000,0,30,30,103,3,,0,0,29.10,L,9,1,0,12506,01,12,2025,1,07,27,,4413.00,2.50,2.50,0.00,30049099,0.73000000,0.73000000,0.00000000,07/27,,1420286,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-25-255235,01/12/2025,ZY-ZYDUS,42062,OMG3C,OMEGA-3 CAP 60 CAP (ZYDUS),60 CAP,GMR0508,01-01-27,1.00000000000000,0.00000000000000,0,249.48,244.2,849,3,,0,0,242.00,L,0,0,0,12506,01,12,2025,1,01,27,,4413.00,2.50,2.50,0.00,21069019,6.05000000,6.05000000,0.00000000,01/27,,1426788,0.00,0.00
