SUPPLIER,BILL NO.,DATE,COMPANY,CODE,BARCODE,ITEM NAME,PACK,BATCH,EXPIRY,QTY,F.QTY,HALFP,FTRATE,SRATE,MRP,DIS,EXCISE,VAT,ADNLVAT,AMOUNT,LOCALCENT,SCM1,SCM2,SCMPER,CUSTCODE,INVDAY,INVMONTH,INVYEAR,EXPDAY,EXPMONTH,EXPYEAR,SUPPCODE,INV.AMT,CGST,SGST,IGST,HSNCode,CGSTAmt,SGSTAmt,IGSTAmt,EXPDT,CUSTORDNO,PSRLNO,TCSPER,TCSAMT
DHIMAN MEDICOS (BINEWAL),SB-26-127820,27/07/2026,UN-PECEF,38421,LAXO5,LAXOLITE 500ML LIQUID,500ML,XSHL25004,01-08-27,1.00000000000000,0.00000000000000,0,427.43,427.43,560.99,3,,0,0,414.61,L,5,1,0,12506,27,07,2026,1,08,27,,2535.00,2.50,2.50,0.00,30049039,10.37000000,10.37000000,0.00000000,08/27,,1415455,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-127820,27/07/2026,TRT-PRIMA,2774,NX2,NEXPRO-20MG 15TAB,15 TAB,CF24N002,01-01-28,1.00000000000000,0.00000000000000,0,96.42,96.42,126.55,3,,0,0,93.53,L,0,0,0,12506,27,07,2026,1,01,28,,2535.00,2.50,2.50,0.00,30049039,2.34000000,2.34000000,0.00000000,01/28,,1561178,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-127820,27/07/2026,PIL-PSYCHOTROPICS,4926,HD2,HYDIL-25MG 10`TAB,10`TAB,ADZ45005,01-09-28,1.00000000000000,0.00000000000000,0,36.07,36.07,47.33,3,,0,0,34.99,L,0,0,0,12506,27,07,2026,1,09,28,,2535.00,2.50,2.50,0.00,30049031,0.87000000,0.87000000,0.00000000,09/28,,1521509,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-127820,27/07/2026,CPL-SPECTRA-3,3788,NOMD,NOVAMOX 10ML DROP,L DROP,6KP0030,01-06-27,1.00000000000000,0.00000000000000,0,56.35,56.35,73.96,3,,0,0,54.66,L,9,1,0,12506,27,07,2026,1,06,27,,2535.00,2.50,2.50,0.00,30041030,1.37000000,1.37000000,0.00000000,06/27,,1548388,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-127820,27/07/2026,CPL-LIFE CARE,18402,AVDD,ADVENT-91.4MG DROPS 10ML,S 10ML,6KP0014,01-06-27,1.00000000000000,0.00000000000000,0,100.57,100.57,132,3,,0,0,97.55,L,9,1,0,12506,27,07,2026,1,06,27,,2535.00,2.50,2.50,0.00,30049087,2.44000000,2.44000000,0.00000000,06/27,,1522224,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-127820,27/07/2026,LEEF-HEALTHCARE,28534,RDN8,REDNISOL 8MG TAB 1*10,B 1*10,4726001,01-12-27,2.00000000000000,0.00000000000000,0,19.5,19.5,57,3,,0,0,37.83,L,0,0,0,12506,27,07,2026,1,12,27,,2535.00,2.50,2.50,0.00,30043200,0.95000000,0.95000000,0.00000000,12/27,,1523798,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-127820,27/07/2026,LEEF-HEALTHCARE,24532,CTJK,CETJOINT K2 7 1*15 CAP,15 CAP,LAL26075,01-02-28,1.00000000000000,0.00000000000000,0,45,45,150,3,,0,0,43.65,L,0,0,0,12506,27,07,2026,1,02,28,,2535.00,2.50,2.50,0.00,30045020,1.09000000,1.09000000,0.00000000,02/28,,1562301,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-127820,27/07/2026,LEEF-WELNESS,27333,ATZ10,ATAZIS 10MG 1*10 TAB,10 TAB,ATS501L,01-11-27,1.00000000000000,0.00000000000000,0,8,8,23.4,3,,0,0,7.76,L,0,0,0,12506,27,07,2026,1,11,27,,2535.00,2.50,2.50,0.00,30049039,0.19000000,0.19000000,0.00000000,11/27,,1553354,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-127820,27/07/2026,CPLG-VITAL CARE,41658,VTMND,VITOMIN D3 NANO SHOTS 5ML,5ML,TBCL2514,01-05-27,4.00000000000000,0.00000000000000,0,16.76,16.88,78.9,3,,0,0,65.03,L,0,0,0,12506,27,07,2026,1,05,27,,2535.00,2.50,2.50,0.00,30049099,1.63000000,1.63000000,0.00000000,05/27,,1523379,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-127820,27/07/2026,INNOVENTIS MEDICARE LTD,36625,SPRP,SUPRAPEP-O SUSP 170ML (SF),200ML,L2316004,01-04-28,1.00000000000000,0.00000000000000,0,71.08,69.57,204.18,3,,0,0,68.95,L,0,0,0,12506,27,07,2026,1,04,28,,2535.00,2.50,2.50,0.00,30049099,1.72000000,1.72000000,0.00000000,04/28,,1565392,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-127820,27/07/2026,WOCKHARDT GEN,24261,MNTWT,MONTEWOK LC TAB 2*10,B 1*10,WAM26005,01-01-28,1.00000000000000,0.00000000000000,0,27.78,27.11,491.42,3,,0,0,26.95,L,0,0,0,12506,27,07,2026,1,01,28,,2535.00,2.50,2.50,0.00,30049099,0.67000000,0.67000000,0.00000000,01/28,,1566489,0.00,0.00
DHIMAN MEDICOS (BINEWAL),SB-26-127820,27/07/2026,INNOVENTIS MEDICARE LTD,41460,FRTM,FRUTILIUM SYP 300ML,300ML,FNH26481,01-04-28,1.00000000000000,0.00000000000000,0,61.35,57.44,323,3,,0,0,59.51,L,0,0,0,12506,27,07,2026,1,04,28,,2535.00,2.50,2.50,0.00,21069099,1.49000000,1.49000000,0.00000000,04/28,,1565371,0.00,0.00
